LastUpdated,BHMBCCMKT01,BHMBCCPST01,BHMBCCSNH01,BHMBCCTHL01,BHMBRCBRG01,BHMBRCBRG02,BHMBRCBRG03,BHMEURBRD01,BHMEURBRD02,BHMMBMMBX01,BHMNCPHST01,BHMNCPLDH01,BHMNCPNHS01,BHMNCPNST01,BHMNCPPLS01,BHMNCPRAN01,Broad Street,Bull Ring,NIA Car Parks,NIA South
2016-10-04 07:59:00,0.10571923743500866,0.29337539432176657,0.20509849362688296,0.31007751937984496,0.06930693069306931,0.0661641541038526,0.07773851590106007,0.24893617021276596,0.2772727272727273,0.38427947598253276,0.1975,0.5236111111111111,0.16,0.51340206185567,0.18222222222222223,0.35,0.2579710144927536,0.07042253521126761,0.0583596214511041,0.08248730964467005
2016-10-04 08:25:00,0.11091854419410745,0.30914826498422715,0.2931633835457706,0.3333333333333333,0.08712871287128712,0.07956448911222781,0.09069493521790342,0.3702127659574468,0.4318181818181818,0.4395924308588064,0.2625,0.6194444444444445,0.322,0.5505154639175258,0.18222222222222223,0.4866666666666667,0.3898550724637681,0.08516213560432362,0.08438485804416404,0.1218274111675127
2016-10-04 08:59:00,0.1386481802426343,0.3438485804416404,0.4322132097334878,0.4005167958656331,0.11485148514851486,0.11892797319932999,0.1154299175500589,0.5723404255319149,0.6636363636363637,0.5036390101892285,0.3675,0.7180555555555556,0.604,0.5731958762886598,0.18888888888888888,0.6233333333333333,0.6014492753623188,0.1166066164428431,0.1309148264984227,0.19416243654822335
2016-10-04 09:32:00,0.1854419410745234,0.3659305993690852,0.5828505214368482,0.5271317829457365,0.14356435643564355,0.14824120603015076,0.13427561837455831,0.7468085106382979,0.8136363636363636,0.6026200873362445,0.46,0.7902777777777777,0.81,0.622680412371134,0.2088888888888889,0.7883333333333333,0.7681159420289855,0.14281035047494267,0.16798107255520506,0.24111675126903553
2016-10-04 09:59:00,0.25996533795493937,0.4069400630914827,0.6836616454229433,0.6098191214470284,0.21287128712871287,0.1934673366834171,0.17785630153121318,0.8446808510638298,0.9227272727272727,0.7059679767103348,0.5316666666666666,0.8555555555555555,0.884,0.6742268041237114,0.2088888888888889,0.86,0.8695652173913043,0.19554536521454308,0.18690851735015773,0.2614213197969543
2016-10-04 10:26:00,0.30675909878682844,0.4479495268138801,0.7659327925840093,0.6821705426356589,0.300990099009901,0.24371859296482412,0.2061248527679623,0.9148936170212766,0.9636363636363636,0.7714701601164483,0.5716666666666667,0.8861111111111111,1.002,0.7237113402061855,0.2222222222222222,0.915,0.9304347826086956,0.2522109400589584,0.20347003154574134,0.2779187817258883
2016-10-04 10:59:00,0.37954939341421146,0.4921135646687697,0.8273464658169177,0.7958656330749354,0.41089108910891087,0.3149078726968174,0.24852767962308597,0.9744680851063829,0.9863636363636363,0.834061135371179,0.6075,0.9138888888888889,0.998,0.7649484536082474,0.24888888888888888,0.95,0.9782608695652174,0.32820176875204715,0.20741324921135645,0.2893401015228426
2016-10-04 11:25:00,0.42807625649913345,0.526813880126183,0.8377752027809965,0.8372093023255814,0.6257425742574257,0.4547738693467337,0.31919905771495877,0.9872340425531915,0.9454545454545454,0.8791848617176128,0.6375,0.9208333333333333,0.998,0.7690721649484537,0.2733333333333333,0.9533333333333334,0.9739130434782609,0.4736324926301998,0.2058359621451104,0.2969543147208122
2016-10-04 12:29:00,0.4610051993067591,0.6025236593059937,0.8482039397450754,0.8630490956072352,0.6257425742574257,0.4547738693467337,0.31919905771495877,0.9872340425531915,0.9954545454545455,0.9432314410480349,0.6491666666666667,0.9458333333333333,0.998,0.7814432989690722,0.2288888888888889,0.9333333333333333,0.9898550724637681,0.4736324926301998,0.21056782334384858,0.3210659898477157
2016-10-04 13:02:00,0.4662045060658579,0.6151419558359621,0.8458864426419467,0.8604651162790697,0.6534653465346535,0.5008375209380235,0.3404004711425206,0.9744680851063829,0.9181818181818182,0.9475982532751092,0.6441666666666667,0.9375,0.998,0.7731958762886598,0.2288888888888889,0.925,0.9565217391304348,0.5067147068457255,0.20504731861198738,0.3197969543147208
2016-10-04 13:29:00,0.4558058925476603,0.6309148264984227,0.8296639629200464,0.8552971576227391,0.6623762376237624,0.5,0.3392226148409894,0.9574468085106383,0.9,0.9432314410480349,0.6316666666666667,0.9361111111111111,0.998,0.7731958762886598,0.23333333333333334,0.895,0.9391304347826087,0.5090075335735342,0.19400630914826497,0.31218274111675126
2016-10-04 14:02:00,0.4124783362218371,0.6340694006309149,0.7879490150637312,0.8578811369509044,0.6554455445544555,0.4966499162479062,0.336866902237927,0.948936170212766,0.8772727272727273,0.9272197962154294,0.6308333333333334,0.9347222222222222,0.998,0.7855670103092783,0.22666666666666666,0.8933333333333333,0.9260869565217391,0.504749426793318,0.1892744479495268,0.30456852791878175
2016-10-04 14:29:00,0.37261698440207974,0.6403785488958991,0.7531865585168018,0.8320413436692506,0.5900990099009901,0.4631490787269682,0.32391048292108365,0.9212765957446809,0.8545454545454545,0.9126637554585153,0.6333333333333333,0.9291666666666667,0.972,0.7690721649484537,0.21777777777777776,0.8916666666666667,0.9,0.4664264657713724,0.18454258675078863,0.2969543147208122
2016-10-04 14:57:00,0.3327556325823224,0.5993690851735016,0.7149478563151797,0.7932816537467701,0.5425742574257426,0.4321608040201005,0.30742049469964666,0.9063829787234042,0.8181818181818182,0.8631732168850073,0.6058333333333333,0.9083333333333333,0.972,0.7298969072164948,0.20444444444444446,0.8783333333333333,0.8782608695652174,0.4339993449066492,0.1719242902208202,0.2779187817258883
2016-10-04 15:30:00,0.28596187175043325,0.5520504731861199,0.6581691772885284,0.7596899224806202,0.47029702970297027,0.40787269681742044,0.270906949352179,0.874468085106383,0.7727272727272727,0.8326055312954876,0.565,0.8638888888888889,0.924,0.6969072164948453,0.18666666666666668,0.8483333333333334,0.8420289855072464,0.39043563707828366,0.1695583596214511,0.27411167512690354
2016-10-04 16:04:00,0.2807625649913345,0.5394321766561514,0.6002317497103129,0.6976744186046512,0.4158415841584158,0.3710217755443886,0.24499411071849234,0.8,0.7181818181818181,0.7438136826783115,0.54,0.7916666666666666,0.884,0.6536082474226804,0.1711111111111111,0.7966666666666666,0.7739130434782608,0.35080248935473307,0.14905362776025236,0.2398477157360406
2016-10-04 16:31:00,0.24783362218370883,0.5173501577287066,0.5237543453070683,0.6330749354005168,0.39801980198019804,0.3425460636515913,0.22379269729093051,0.6914893617021277,0.6409090909090909,0.6855895196506551,0.4708333333333333,0.7083333333333334,0.796,0.6268041237113402,0.15333333333333332,0.7233333333333334,0.6753623188405797,0.3278742220766459,0.1253943217665615,0.20431472081218274
2016-10-05 07:57:00,0.09358752166377816,0.2996845425867508,0.22363847045191193,0.3772609819121447,0.30198019801980197,0.07370184254606366,0.0800942285041225,0.2702127659574468,0.2409090909090909,0.4104803493449782,0.19083333333333333,0.5180555555555556,0.194,0.5525773195876289,0.11777777777777777,0.35333333333333333,0.2608695652173913,0.1509990173599738,0.07807570977917981,0.09771573604060914
